Game,LastHitter,BallX,BallY,BallZ,BallSpeed,AIPaddleZ,PlayerPaddleZ,Result
0,Player,-43.10,2.85,-21.86,14.46,-24.60,-23.26,PlayerScored
0,Player,-50.93,2.98,18.67,15.45,22.90,19.16,PlayerScored
0,Player,-37.49,3.04,17.65,15.08,23.10,19.71,PlayerScored
0,Player,-50.81,2.89,0.95,15.11,6.70,-0.75,PlayerScored
0,Player,-37.36,3.13,15.07,14.78,20.80,16.33,PlayerScored
0,Player,-49.57,2.83,-1.43,14.94,0.00,-2.26,PlayerScored
0,Player,-50.50,2.90,11.11,15.21,0.00,12.03,PlayerScored
0,None,-59.90,-0.91,-26.58,16.48,0.00,-29.01,AIScored
0,Player,-41.11,-0.56,-45.39,16.89,-15.00,-48.25,PlayerScored
0,AI,-27.85,3.20,6.23,15.08,0.90,7.67,AIScored
0,AI,-66.39,14.82,-30.57,15.40,-37.80,-31.00,AIScored
0,Player,-46.89,3.01,11.82,16.10,5.00,13.07,PlayerScored
0,AI,-27.28,3.25,-1.11,15.41,5.90,-1.30,AIScored
0,Player,-58.18,-0.35,-19.20,23.34,-22.90,-19.06,PlayerScored
0,AI,-7.30,2.94,-1.08,16.35,9.70,-3.52,AIScored
0,Player,-56.17,-0.47,32.96,18.35,29.20,35.79,PlayerScored
0,Player,-56.17,-0.75,20.98,17.02,25.10,21.27,PlayerScored
0,None,-66.24,-1.80,-21.48,17.53,-26.20,-23.67,AIScored
0,Player,-64.27,-0.54,28.25,18.04,-6.80,28.61,PlayerScored
0,AI,-46.39,3.11,18.68,14.34,-6.80,22.94,AIScored
0,None,-1.20,1.98,0.54,19.82,18.70,12.81,AIScored
0,None,-46.74,16.83,9.55,21.02,10.51,8.23,AIScored
0,None,-45.75,7.25,-31.40,16.48,-31.83,-29.92,AIScored
0,None,1.01,1.96,-0.32,19.82,16.85,10.09,AIScored
0,None,1.04,1.96,0.44,19.82,3.15,6.23,AIScored
0,None,-1.14,1.97,0.06,19.82,13.55,21.26,AIScored
0,None,-53.36,10.81,-3.47,19.70,-4.56,-2.71,AIScored
0,None,-1.04,1.97,0.41,19.82,7.61,-5.71,AIScored
0,None,-47.22,13.87,20.17,14.21,17.72,17.88,AIScored
0,None,-43.87,2.39,-19.12,21.02,-17.84,-16.98,AIScored
0,None,-1.22,1.98,0.12,19.82,31.21,29.63,AIScored
0,None,-51.79,23.72,14.36,21.02,10.84,16.61,AIScored
0,None,-38.81,11.37,12.40,20.12,12.35,11.47,AIScored
0,AI,-49.96,10.67,14.00,21.02,12.99,13.06,AIScored
0,None,1.29,1.98,0.21,19.82,-16.83,-24.45,AIScored
0,None,-1.14,1.96,-0.06,19.82,23.07,23.30,AIScored
0,None,-1.19,1.98,-0.57,19.82,31.56,29.55,AIScored
0,None,1.20,1.98,-0.55,19.82,-25.40,-25.27,AIScored
0,None,1.20,1.98,-0.47,19.82,-3.06,-3.13,AIScored
0,None,1.23,1.98,0.54,19.82,-6.39,-3.30,AIScored
0,None,-1.14,1.97,0.22,19.82,9.54,12.02,AIScored
0,None,-1.23,1.98,-0.24,19.82,24.44,18.88,AIScored
0,None,-66.80,-1.24,-22.01,21.02,-23.37,-20.99,AIScored
0,None,0.94,2.10,-0.08,15.14,17.73,17.75,AIScored
0,None,0.97,1.96,-0.51,19.82,-37.52,-40.14,AIScored
0,None,1.07,1.96,-0.16,19.82,46.89,49.89,AIScored
0,None,-1.01,1.96,-0.44,19.82,-15.87,-12.96,AIScored
0,None,-1.05,1.96,0.36,19.82,12.27,12.14,AIScored
0,None,1.05,1.96,-0.34,19.82,22.16,23.41,AIScored
0,None,-1.04,1.96,0.13,19.82,31.16,27.88,AIScored
0,None,-46.94,13.43,1.40,19.07,2.70,3.39,AIScored
0,None,-66.93,-0.68,14.89,21.02,15.31,12.14,AIScored
0,None,1.10,1.97,-0.19,19.82,7.36,8.61,AIScored
0,None,1.14,1.97,-0.43,19.82,11.22,13.59,AIScored
0,None,-23.31,6.60,49.27,21.02,50.00,49.61,AIScored
0,None,-1.04,1.96,0.34,19.82,24.18,22.61,AIScored
0,None,1.10,1.97,0.45,19.82,8.14,11.47,AIScored
0,None,-1.07,1.97,-0.38,19.82,-0.40,-10.82,AIScored
0,None,-34.95,31.68,17.19,21.02,12.84,15.93,AIScored
0,None,-45.65,27.57,6.68,21.02,2.32,3.66,AIScored
0,None,1.10,1.98,-0.58,19.82,6.12,4.91,AIScored
0,None,-43.04,33.42,7.43,21.02,0.82,7.61,AIScored
0,AI,-39.35,13.80,3.36,13.22,3.52,3.36,AIScored
0,None,-1.01,1.96,-0.36,19.82,14.32,11.83,AIScored
0,None,-35.81,27.84,-15.00,21.02,-16.63,-11.46,AIScored
0,None,-44.42,20.97,4.78,6.05,6.85,4.80,AIScored
0,None,1.16,1.97,-0.25,19.82,-28.80,-25.25,AIScored
0,None,-59.82,10.40,10.00,21.02,8.83,10.15,AIScored
0,None,-32.90,30.32,11.96,21.02,8.78,9.11,AIScored
0,None,1.06,1.96,-0.04,19.82,-4.57,-1.80,AIScored
0,None,1.12,1.97,0.14,19.82,2.21,1.07,AIScored
0,None,-1.01,2.23,0.10,15.14,-21.26,-17.16,AIScored
0,None,-1.02,1.96,0.30,19.82,49.20,46.39,AIScored
0,None,-49.03,26.77,5.07,21.02,-0.10,7.09,AIScored
0,None,-1.01,2.24,0.04,15.15,-29.94,-27.57,AIScored
0,None,1.21,1.98,0.43,19.82,50.00,48.98,AIScored
0,AI,-47.22,2.92,-14.22,19.99,-13.89,-15.26,AIScored
0,None,-53.44,14.66,-1.03,5.16,-2.00,-1.42,AIScored
0,None,1.32,2.02,-0.66,20.74,-16.68,-21.31,AIScored
0,None,-1.27,2.00,0.61,20.74,28.94,31.12,AIScored
0,None,1.19,1.99,0.61,20.74,36.11,32.34,AIScored
0,None,-1.33,1.99,-0.15,20.74,36.02,39.05,AIScored
0,None,-45.55,29.51,44.82,20.74,36.50,44.88,AIScored
0,None,-1.34,2.01,0.43,20.74,12.74,13.03,AIScored
0,None,1.37,2.00,-0.07,20.74,-4.90,4.14,AIScored
0,None,-1.39,2.00,-0.18,20.74,-26.26,-26.12,AIScored
0,None,1.16,2.03,-0.03,15.68,16.96,18.12,AIScored
0,None,-1.20,1.97,-0.43,20.74,-4.61,3.94,AIScored
0,None,1.40,2.00,-0.11,20.74,-13.20,-9.34,AIScored
0,None,0.85,2.27,0.23,14.87,-5.76,-6.06,AIScored
0,None,1.22,2.01,0.05,18.74,-8.01,-3.24,AIScored
0,None,-1.04,1.97,-0.30,18.74,-14.89,-18.12,AIScored
0,None,1.59,2.14,-0.75,18.70,24.26,15.51,AIScored
0,None,-1.05,1.98,-0.42,18.74,2.48,4.10,AIScored
0,None,-0.99,1.96,0.30,18.74,12.88,10.96,AIScored
0,None,-47.54,30.96,-1.58,18.74,-7.99,-2.14,AIScored
0,None,-43.97,11.33,-16.03,18.74,-17.95,-16.22,AIScored
0,None,1.47,2.75,0.80,24.55,14.54,16.87,AIScored
0,None,1.24,2.02,0.28,18.74,-27.51,-34.06,AIScored
0,None,-1.07,1.99,-0.44,18.74,-6.84,-13.39,AIScored
0,None,1.04,1.97,-0.19,18.74,-31.73,-34.11,AIScored
0,None,-1.13,2.02,-0.60,18.74,-15.99,-21.26,AIScored
0,None,-1.05,1.97,0.08,18.74,-3.09,-2.70,AIScored
0,None,1.09,1.99,-0.38,18.74,-11.97,-10.07,AIScored
0,None,-1.03,1.96,-0.19,18.74,6.99,10.50,AIScored
0,None,-1.12,2.00,-0.43,18.74,-8.90,-14.90,AIScored
0,None,-1.67,2.14,-0.55,18.70,1.90,-9.32,AIScored
0,None,0.93,1.96,0.47,18.74,-33.03,-33.05,AIScored
0,None,1.17,2.01,-0.36,18.74,-2.64,-0.94,AIScored
0,None,1.17,2.00,0.07,18.74,15.95,12.66,AIScored
0,None,-47.01,13.93,11.73,18.74,11.15,14.35,AIScored
0,None,1.21,2.04,0.58,18.74,1.93,2.18,AIScored
0,None,-1.19,2.00,-0.12,18.74,3.94,1.60,AIScored
0,None,-1.22,2.02,0.43,18.74,-5.70,-5.87,AIScored
0,None,1.03,1.96,0.16,18.74,-11.30,-10.52,AIScored
0,None,1.07,1.97,-0.03,18.74,-22.40,-23.94,AIScored
0,None,1.15,2.01,-0.49,18.74,18.37,17.20,AIScored
0,None,-1.05,2.01,-0.60,18.74,9.59,4.85,AIScored
0,None,-1.08,1.99,0.45,18.74,-5.58,-4.01,AIScored
0,None,1.17,2.00,-0.18,18.74,12.55,7.38,AIScored
0,None,-1.25,2.02,-0.16,18.74,17.69,16.35,AIScored
0,None,-1.24,2.01,0.03,18.74,19.09,19.85,AIScored
0,None,-1.05,1.96,-0.06,18.74,5.82,1.23,AIScored
0,None,1.26,2.02,0.02,18.74,16.51,10.92,AIScored
0,None,-46.98,11.74,3.60,18.74,3.08,2.55,AIScored
0,None,0.96,1.96,-0.43,18.74,-22.92,-25.93,AIScored
0,None,1.18,2.01,0.32,18.74,-26.18,-31.49,AIScored
0,None,-44.37,11.68,2.90,18.74,4.88,0.69,AIScored
0,None,1.09,1.97,-0.02,18.74,15.34,11.76,AIScored
0,None,-1.11,2.02,-0.61,18.74,-20.56,-22.86,AIScored
0,None,-1.00,1.98,0.46,18.74,7.30,7.40,AIScored
0,None,1.10,1.98,0.14,18.74,24.74,14.13,AIScored
0,None,1.04,1.98,-0.41,18.74,-9.42,-17.13,AIScored
0,None,-0.98,1.97,0.39,18.74,2.11,7.23,AIScored
0,None,1.07,2.01,0.58,18.74,-8.75,-7.34,AIScored
0,AI,-44.56,11.68,13.83,11.61,13.30,13.83,AIScored
0,None,-1.15,1.99,-0.11,18.74,5.06,3.20,AIScored
0,None,1.22,2.01,-0.03,18.74,15.23,8.59,AIScored
0,None,-0.95,1.97,0.50,18.74,47.60,49.09,AIScored
0,None,1.02,1.97,0.28,18.74,3.52,0.48,AIScored
0,None,0.97,1.96,-0.39,18.74,-33.02,-39.89,AIScored
0,None,1.10,1.98,-0.05,18.74,17.10,12.34,AIScored
0,None,-1.07,1.97,0.01,18.74,4.19,-3.13,AIScored
0,None,-1.01,1.96,-0.21,18.74,-0.53,-0.88,AIScored
0,None,1.23,2.01,-0.13,18.74,14.43,9.22,AIScored
0,None,-1.22,2.01,0.15,18.74,6.27,2.35,AIScored
0,None,1.07,1.98,0.28,18.74,20.54,18.94,AIScored
0,None,-1.05,1.96,-0.03,18.74,5.25,0.48,AIScored
0,None,-0.97,1.96,-0.38,18.74,-10.43,-8.95,AIScored
0,None,1.06,1.98,-0.35,18.74,-27.86,-26.36,AIScored
0,None,-1.10,1.98,0.05,18.74,8.76,10.73,AIScored
0,None,-1.22,2.01,0.18,18.74,-20.08,-20.84,AIScored
0,None,66.71,5.33,-20.22,18.74,-24.92,-27.91,AIScored
0,None,-46.64,11.80,-4.43,18.74,-3.62,-5.46,AIScored
0,None,-1.22,2.01,-0.27,18.74,0.00,6.46,AIScored
0,None,-1.26,1.99,-0.53,21.40,13.07,13.07,AIScored
0,None,-371.45,13.29,0.71,18.74,13.07,13.07,AIScored
0,None,-371.29,13.29,-0.21,18.74,13.07,13.07,AIScored
0,None,-371.37,13.40,-0.51,18.74,13.07,13.07,AIScored
0,None,-374.06,13.39,-0.66,18.74,13.07,13.07,AIScored
0,None,-371.34,13.40,0.37,18.74,13.07,13.07,AIScored
0,None,-371.30,13.40,0.25,18.74,13.07,13.07,AIScored
0,None,-371.31,13.40,-0.26,18.74,13.07,13.07,AIScored
0,None,-374.20,13.40,-0.25,18.74,13.07,13.07,AIScored
0,None,-373.48,13.42,0.37,18.79,13.07,13.07,AIScored
0,None,-371.27,13.41,-0.12,18.74,13.07,13.07,AIScored
0,None,-374.13,13.42,-0.34,18.79,13.07,13.07,AIScored
0,None,-374.20,13.41,-0.34,18.74,13.07,13.07,AIScored
0,None,-373.78,13.31,-0.44,18.79,13.07,13.07,AIScored
0,None,-374.16,13.42,0.20,18.79,13.07,13.07,AIScored
1,None,-373.82,13.30,-0.25,18.79,13.07,13.07,AIScored
1,None,-373.82,13.32,-0.41,18.79,13.07,13.07,AIScored
1,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
1,None,-371.66,13.31,0.10,18.79,13.07,13.07,AIScored
1,None,-373.46,13.42,-0.52,18.79,13.07,13.07,AIScored
1,None,-371.65,13.31,0.26,18.79,13.07,13.07,AIScored
1,None,-371.66,13.31,0.14,18.79,13.07,13.07,AIScored
1,None,-372.03,13.20,-0.07,18.84,13.07,13.07,AIScored
1,None,-373.73,13.31,-0.54,18.79,13.07,13.07,AIScored
1,None,-373.82,13.31,-0.09,18.84,13.07,13.07,AIScored
1,None,-371.72,13.31,-0.39,18.79,13.07,13.07,AIScored
1,None,-373.43,13.21,0.34,18.84,13.07,13.07,AIScored
1,None,-373.49,13.21,-0.02,18.84,13.07,13.07,AIScored
1,None,-372.01,13.21,0.15,18.84,13.07,13.07,AIScored
1,None,-371.76,13.32,-0.22,18.84,13.07,13.07,AIScored
1,None,-373.45,13.21,0.28,18.84,13.07,13.07,AIScored
1,None,-373.46,13.21,0.27,18.84,13.07,13.07,AIScored
1,None,-372.42,13.10,0.18,18.89,13.07,13.07,AIScored
1,None,-372.02,13.21,0.08,18.84,13.07,13.07,AIScored
1,None,-372.73,13.22,0.10,18.89,13.07,13.07,AIScored
1,None,-373.42,13.21,-0.34,18.84,13.07,13.07,AIScored
2,None,-372.47,13.14,-0.10,15.02,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
2,None,-372.39,13.10,0.00,18.89,13.07,13.07,AIScored
2,None,-372.81,13.22,0.19,18.89,13.07,13.07,AIScored
2,None,-372.72,13.10,-0.15,8.89,13.07,13.07,AIScored
2,None,-373.15,13.12,-0.12,18.89,13.07,13.07,AIScored
2,None,-372.72,13.01,0.01,18.94,13.07,13.07,AIScored
2,None,-373.11,13.11,-0.13,18.89,13.07,13.07,AIScored
2,None,-372.41,13.11,-0.16,18.94,13.07,13.07,AIScored
2,None,-372.71,13.11,-0.10,6.74,13.07,13.07,AIScored
2,None,-372.79,13.01,-0.01,18.94,13.07,13.07,AIScored
2,None,-373.28,12.94,0.03,18.94,13.07,13.07,AIScored
2,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
2,None,-373.10,13.11,-0.17,18.94,13.07,13.07,AIScored
2,None,-372.75,13.01,0.00,5.71,13.07,13.07,AIScored
2,None,-372.79,13.01,0.00,18.94,13.07,13.07,AIScored
2,None,-372.76,13.00,0.00,0.39,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
2,None,-372.75,13.01,-0.01,7.63,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,18.80,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-373.08,13.12,0.00,18.94,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.79,13.01,0.01,18.94,13.07,13.07,AIScored
3,None,-372.75,13.02,0.02,9.39,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.73,13.01,0.00,18.94,13.07,13.07,AIScored
3,None,-372.78,13.01,-0.01,18.94,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.74,13.02,-0.01,9.90,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.71,13.01,-0.01,18.94,13.07,13.07,AIScored
4,None,-372.78,13.01,0.01,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.79,13.01,0.00,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.74,13.01,0.01,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.77,13.01,0.00,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.77,13.01,0.01,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.77,13.01,0.01,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.78,13.01,0.00,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.71,13.01,0.00,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.71,13.01,0.01,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.66,13.06,0.11,0.00,13.07,13.07,AIScored
5,None,-372.73,13.01,0.01,18.94,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.72,13.00,0.01,15.48,13.07,13.07,AIScored
6,None,-372.76,12.99,0.00,0.39,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.39,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.72,13.00,-0.02,15.49,13.07,13.07,AIScored
6,None,-372.75,12.99,0.00,0.39,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,19.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,9.83,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.74,13.01,0.01,18.94,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
6,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.76,13.01,0.00,9.84,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.28,13.19,-0.10,18.94,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
7,None,-372.73,13.01,0.01,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
7,None,-372.26,13.19,0.13,18.94,13.07,13.07,AIScored
0,None,26.91,-1.06,9.79,14.60,13.07,13.07,AIScored
0,None,-374.17,13.29,0.40,18.74,13.07,13.07,AIScored
0,None,-371.32,13.40,0.38,18.74,13.07,13.07,AIScored
0,None,-371.42,13.40,-0.64,18.74,13.07,13.07,AIScored
0,None,-374.23,13.40,0.18,18.74,13.07,13.07,AIScored
0,None,-374.24,13.40,0.08,18.74,13.07,13.07,AIScored
0,None,-371.30,13.41,-0.36,18.74,13.07,13.07,AIScored
0,None,-371.36,13.40,0.44,18.74,13.07,13.07,AIScored
0,None,-371.99,13.41,0.04,18.79,13.07,13.07,AIScored
0,None,-371.47,13.40,-0.70,18.74,13.07,13.07,AIScored
0,None,-372.01,13.42,-0.18,18.79,13.07,13.07,AIScored
0,None,-371.28,13.40,0.04,18.74,13.07,13.07,AIScored
0,None,-371.31,13.41,0.40,18.74,13.07,13.07,AIScored
0,None,-373.49,13.41,0.11,18.79,13.07,13.07,AIScored
0,None,-374.13,13.41,0.59,18.74,13.07,13.07,AIScored
0,None,-371.31,13.41,0.17,18.79,13.07,13.07,AIScored
1,None,-371.29,13.41,-0.23,18.74,13.07,13.07,AIScored
1,None,-371.76,13.31,0.52,18.79,13.07,13.07,AIScored
1,None,-371.37,13.43,-0.60,18.79,13.07,13.07,AIScored
1,None,-371.66,13.32,0.41,18.79,13.07,13.07,AIScored
1,None,-373.84,13.31,-0.13,18.79,13.07,13.07,AIScored
1,None,-372.01,13.21,0.19,18.84,13.07,13.07,AIScored
1,None,-371.66,13.30,0.08,18.79,13.07,13.07,AIScored
1,None,-372.06,13.21,-0.30,18.84,13.07,13.07,AIScored
1,None,-373.14,13.32,-0.10,18.84,13.07,13.07,AIScored
1,None,-372.02,13.22,0.20,18.84,13.07,13.07,AIScored
1,None,-373.42,13.21,-0.32,18.84,13.07,13.07,AIScored
1,None,-373.41,13.21,0.36,18.84,13.07,13.07,AIScored
1,None,-372.09,13.21,-0.31,18.84,13.07,13.07,AIScored
1,None,-372.07,13.22,0.34,18.89,13.07,13.07,AIScored
1,None,-373.43,13.21,0.32,18.84,13.07,13.07,AIScored
1,None,-373.14,13.11,0.06,18.89,13.07,13.07,AIScored
1,None,-373.47,13.22,0.26,18.84,13.07,13.07,AIScored
1,None,-372.43,13.11,0.18,18.89,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
2,None,-372.41,13.11,-0.19,18.89,13.07,13.07,AIScored
2,None,-372.37,13.11,0.03,18.89,13.07,13.07,AIScored
2,None,-373.13,13.11,0.01,18.89,13.07,13.07,AIScored
2,None,-373.12,13.11,0.06,18.89,13.07,13.07,AIScored
2,None,-372.39,13.11,0.05,18.94,13.07,13.07,AIScored
2,None,-373.13,13.11,0.12,18.89,13.07,13.07,AIScored
2,None,-372.72,13.01,0.01,18.94,13.07,13.07,AIScored
2,None,-372.40,13.11,0.15,18.89,13.07,13.07,AIScored
2,None,-372.72,13.01,0.00,18.94,13.07,13.07,AIScored
2,None,-373.11,13.11,0.06,18.94,13.07,13.07,AIScored
2,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
2,None,-372.73,13.00,-0.01,18.94,13.07,13.07,AIScored
2,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
2,None,-372.74,13.00,0.00,18.94,13.07,13.07,AIScored
2,None,-373.09,13.11,0.17,18.94,13.07,13.07,AIScored
2,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
2,None,-372.72,13.01,0.01,18.94,13.07,13.07,AIScored
3,None,-372.74,13.00,0.01,18.94,13.07,13.07,AIScored
3,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
3,None,-372.72,13.01,0.00,18.94,13.07,13.07,AIScored
3,None,-372.73,13.01,0.01,18.94,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.74,13.01,-0.01,18.94,13.07,13.07,AIScored
3,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
3,None,-372.74,13.00,0.00,18.94,13.07,13.07,AIScored
3,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
3,None,-372.74,13.00,0.00,18.94,13.07,13.07,AIScored
3,None,-372.71,13.01,0.01,18.94,13.07,13.07,AIScored
3,None,-372.73,13.01,0.01,18.94,13.07,13.07,AIScored
3,None,-372.79,13.01,-0.02,18.94,13.07,13.07,AIScored
3,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.74,13.00,0.01,18.94,13.07,13.07,AIScored
4,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.74,13.01,0.01,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.77,13.00,0.01,18.94,13.07,13.07,AIScored
4,None,-372.74,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.77,13.00,0.00,18.94,13.07,13.07,AIScored
4,None,-372.81,13.02,0.03,18.94,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
4,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.76,13.00,0.00,18.94,13.07,13.07,AIScored
5,None,-372.79,13.01,0.01,18.94,13.07,13.07,AIScored
5,None,-372.72,13.01,0.00,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,18.94,13.07,13.07,AIScored
5,None,-372.72,13.01,-0.01,18.94,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.00,13.07,13.07,AIScored
5,None,-372.75,13.00,0.00,0.20,13.07,13.07,AIScored
