Game,LastHitter,BallX,BallY,BallZ,BallSpeed,AIPaddleZ,PlayerPaddleZ,Result
0,None,-0.35,1.34,0.09,26.00,-0.60,-8.71,AIScored
0,Player,-2.26,1.97,-0.26,26.00,-0.60,5.38,PlayerScored
0,Player,-2.21,1.97,0.13,26.00,-0.60,6.10,PlayerScored
0,Player,-1.72,1.85,-0.01,26.00,-0.60,6.64,PlayerScored
0,Player,-63.25,9.66,-8.05,26.01,-0.60,-7.99,PlayerScored
0,Player,-1.25,1.68,-0.16,26.00,-0.60,-7.36,PlayerScored
0,AI,0.48,3.03,-0.75,22.85,5.60,2.39,AIScored
0,Player,1.77,2.35,-0.30,24.86,3.70,5.37,PlayerScored
0,Player,-0.35,1.34,0.06,26.00,3.70,9.19,PlayerScored
0,Player,-2.11,1.97,0.64,26.00,1.60,9.63,PlayerScored
0,AI,2.19,1.97,0.64,26.00,8.30,9.73,AIScored
0,AI,-1.20,1.68,-0.34,26.00,-2.60,-9.29,AIScored
0,Player,1.77,2.36,-0.26,24.85,-2.60,-6.61,PlayerScored
0,AI,1.69,2.28,0.04,24.95,1.20,0.54,AIScored
0,AI,-2.06,1.96,-0.64,26.00,16.10,5.57,AIScored
0,Player,-2.09,1.96,0.54,26.00,-3.50,-5.81,PlayerScored
0,None,1.88,2.47,-0.26,24.84,-0.60,-3.57,AIScored
0,AI,1.89,2.48,-0.24,24.84,5.00,1.69,AIScored
0,AI,0.49,2.35,-0.53,23.08,0.80,-5.44,AIScored
0,AI,-0.02,1.21,-0.01,26.00,13.10,8.58,AIScored
0,Player,0.79,1.51,-0.07,26.00,13.10,-3.58,PlayerScored
0,Player,1.73,2.30,-0.39,24.90,13.10,-5.43,PlayerScored
0,Player,1.15,1.71,0.07,25.11,13.10,7.38,PlayerScored
0,Player,0.00,1.20,0.00,26.00,13.10,-10.00,PlayerScored
0,Player,2.47,1.99,0.41,26.00,13.10,-5.03,PlayerScored
0,Player,-1.14,1.66,0.40,26.00,13.10,-6.67,PlayerScored
0,Player,-1.56,1.81,0.31,26.00,13.10,-4.44,PlayerScored
0,AI,62.85,2.67,45.09,26.01,22.80,10.00,AIScored
0,AI,1.56,1.80,-0.04,26.00,-22.30,-8.70,AIScored
0,Player,1.85,2.42,-0.38,24.88,-13.40,-6.77,PlayerScored
0,Player,0.25,1.30,0.03,26.00,15.30,8.71,PlayerScored
1,AI,0.47,3.01,-0.65,22.78,-28.60,-8.66,AIScored
1,AI,-3.03,2.00,-0.75,26.00,-11.50,-5.80,AIScored
1,AI,0.25,1.30,-0.08,26.00,19.30,6.22,AIScored
1,AI,0.48,2.78,-0.59,22.79,2.40,-2.87,AIScored
1,Player,0.83,1.54,0.29,26.00,-10.60,-7.21,PlayerScored
0,None,0.50,2.49,-0.80,23.33,-0.60,-9.06,AIScored
0,None,0.48,2.95,-0.82,22.93,-0.60,5.81,AIScored
0,Player,-1.60,1.83,0.42,26.00,-0.60,7.09,PlayerScored
0,Player,-0.60,1.43,-0.03,26.00,-0.60,-1.59,PlayerScored
0,Player,1.15,1.71,0.02,25.10,-0.60,2.51,PlayerScored
0,Player,2.37,1.99,0.82,26.00,-0.60,10.00,PlayerScored
0,Player,-1.29,1.70,-0.12,26.00,-0.60,6.64,PlayerScored
0,None,-1.26,2.96,19.15,26.02,-0.60,1.94,AIScored
0,None,-0.71,2.97,-57.63,26.00,-0.60,-1.25,AIScored
0,AI,-2.44,1.98,-0.45,26.00,-0.60,0.00,AIScored
0,AI,-2.34,1.98,0.76,26.00,-0.60,0.00,AIScored
0,Player,-62.94,8.89,-25.21,26.02,-0.60,0.00,PlayerScored
0,Player,0.00,1.20,0.00,26.00,-0.60,0.00,PlayerScored
0,AI,0.00,1.20,0.00,26.00,-0.60,0.00,AIScored
0,AI,0.08,1.23,0.01,26.00,-0.60,0.00,AIScored
0,None,-2.25,1.97,-0.39,26.00,-0.60,-7.78,AIScored
0,Player,-0.72,1.48,0.10,26.00,-0.60,-17.40,PlayerScored
0,Player,0.74,1.49,0.19,26.00,-0.60,-17.34,PlayerScored
0,Player,-63.56,9.49,8.01,26.01,-0.60,7.95,PlayerScored
0,None,-1.84,2.00,-32.12,26.00,-0.60,-29.01,AIScored
0,AI,0.46,2.98,0.45,22.66,-0.60,1.07,AIScored
0,Player,2.17,1.97,0.78,26.00,-0.60,13.45,PlayerScored
0,AI,-2.13,1.96,-0.08,26.00,12.40,7.96,AIScored
0,AI,2.32,1.98,0.67,26.00,2.20,2.60,AIScored
0,AI,-2.10,1.96,0.04,26.00,0.80,0.13,AIScored
0,Player,0.00,1.20,0.00,26.00,23.20,-30.00,PlayerScored
0,Player,-1.69,1.85,-0.38,26.00,17.00,6.87,PlayerScored
0,Player,0.00,1.20,0.00,26.00,8.50,-30.00,PlayerScored
0,Player,0.51,2.45,-0.85,23.42,3.00,25.50,PlayerScored
0,AI,2.06,1.96,0.38,26.00,29.10,25.78,AIScored
0,Player,0.50,2.85,-0.92,23.07,28.10,-19.34,PlayerScored
0,None,0.76,1.50,0.18,26.00,-0.60,-20.93,AIScored
0,None,1.68,1.85,0.37,26.00,11.00,10.04,AIScored
0,AI,-2.02,1.96,0.48,26.00,18.40,5.80,AIScored
0,AI,-1.98,1.96,0.72,26.00,9.10,12.52,AIScored
0,AI,-0.68,1.46,-0.06,26.00,-9.30,-18.35,AIScored
0,AI,-2.14,1.97,0.40,26.00,6.30,-25.42,AIScored
0,Player,0.49,2.74,-0.79,23.00,11.90,46.59,PlayerScored
0,AI,-0.29,1.31,0.04,26.00,-4.50,-16.47,AIScored
0,AI,-47.99,11.57,-49.93,26.00,-40.30,-49.84,AIScored
0,Player,0.00,1.20,0.00,26.00,7.60,45.45,PlayerScored
0,AI,-2.12,1.96,0.37,26.00,5.40,27.61,AIScored
0,AI,-2.22,1.97,-0.09,26.00,-14.30,-41.49,AIScored
0,Player,1.74,2.33,0.18,24.83,-5.40,-7.67,PlayerScored
0,Player,-2.94,2.00,1.04,26.00,-0.60,19.09,PlayerScored
0,AI,0.00,1.20,0.00,26.00,-14.30,-28.11,AIScored
0,AI,-3.07,2.00,0.58,26.00,4.40,6.81,AIScored
0,AI,0.00,1.20,0.00,26.00,-19.90,-48.23,AIScored
0,AI,0.00,1.20,0.00,26.00,2.10,50.00,AIScored
0,Player,-2.19,1.97,-0.55,26.00,-6.40,-18.65,PlayerScored
0,AI,-0.05,1.22,0.01,26.00,-8.20,5.30,AIScored
0,AI,-2.06,1.96,-0.64,26.00,37.20,43.71,AIScored
0,AI,-0.89,1.54,-0.03,26.00,15.60,-0.52,AIScored
0,Player,-2.04,1.96,-0.56,26.00,13.40,38.26,PlayerScored
0,None,-63.12,0.18,-8.51,26.01,-0.60,-7.94,AIScored
0,AI,1.74,2.33,-0.15,24.83,-6.40,-3.88,AIScored
0,AI,0.55,1.41,0.09,26.00,-1.50,44.33,AIScored
0,AI,0.47,3.01,-0.64,22.77,-10.50,-7.30,AIScored
0,AI,1.05,1.62,-0.12,25.14,-16.50,-48.37,AIScored
0,AI,2.23,1.97,0.60,26.00,12.00,14.79,AIScored
0,AI,-1.04,1.60,0.00,26.00,-15.30,-49.09,AIScored
0,AI,-0.59,1.43,-0.07,26.00,-18.60,-46.84,AIScored
0,AI,1.82,2.38,-0.46,24.91,-13.80,-45.82,AIScored
0,AI,0.47,2.88,-0.49,22.70,19.70,44.70,AIScored
0,AI,0.49,2.35,-0.57,23.14,14.70,39.09,AIScored
0,Player,-1.49,1.79,-0.29,26.00,10.40,39.22,PlayerScored
0,AI,0.34,1.34,-0.10,26.00,-13.70,-49.24,AIScored
0,Player,1.56,1.81,0.38,26.00,-2.20,38.96,PlayerScored
0,Player,-0.85,1.53,0.02,26.00,-1.90,48.87,PlayerScored
0,Player,-2.08,1.96,0.51,26.00,-1.90,45.90,PlayerScored
1,AI,0.00,1.20,0.00,26.00,-13.60,-46.81,AIScored
1,AI,-2.20,1.97,-0.11,26.00,26.30,26.49,AIScored
1,Player,0.65,1.45,0.00,26.00,0.50,-45.32,PlayerScored
1,Player,0.46,2.92,0.46,22.67,-3.50,0.58,PlayerScored
0,None,0.00,1.20,0.00,26.00,6.90,-22.44,AIScored
0,None,-62.64,9.58,-10.41,26.02,-2.20,-10.31,AIScored
0,AI,-1.18,1.66,-0.15,26.00,6.60,15.70,AIScored
0,AI,-0.72,1.49,0.21,26.00,7.20,-12.34,AIScored
